sent1,sent2,label
literal. To encourage diversity and equal representation in the field of science.,literal. To address diverse needs and promote inclusion and understanding among students,0
literal. To encourage interest and involvement in science at a critical developmental stage.,literal. To refer to a specific period of time or delay before an action or event,0
metaphor. Stage represents a developmental phase in individuals where attitudes and interests are formed.,metaphor. To indicate a specific point in a process or development,1
"literal. Because it refers to a specific situation or circumstance, not a symbolic or abstract event.","literal. The sentence is referring to a specific occurrence or happening, not a metaphorical concept",0
"literal. No figurative language used, directly refers to the field of study and research.",literal. - Refers to the study and analysis of natural phenomena and their impact on society,0
literal. Science must address relevant issues to maintain credibility and trust with the public.,literal. Indicates necessity or obligation in the context of the sentence,0
"literal. Literal description of science's relevance, no figurative language used.",literal. To indicate a state of existence or connection between science and issues,0
"metaphor. Science is not physically seen, so it must be made clear and understandable to people.","metaphor. Science is not a physical object that can be physically seen, it is a concept",1
"literal. ""Be"" is used as a linking verb to connect science with relevance to their concerns.",literal. To indicate a state of existence or connection between science and issues,0
literal. to emphasize the importance of science addressing real-world problems and being applicable in society.,literal. Because it is referring to the practical importance or relevance of scientific research,0
literal. Because it refers to specific problems or topics that are important or relevant to them.,literal. Because it refers to specific problems or concerns that need to be addressed or studied,0
literal. It directly refers to specific issues or topics relevant to the individuals being discussed.,literal. To specify the specific issues being discussed,0
literal. Because it is referring to specific issues or topics that are of interest or importance.,literal. To emphasize the importance and relevance of scientific research to the issues being discussed,0
literal. The statement is discussing a likely outcome or consequence based on logical reasoning.,literal. To indicate likelihood or probability without exaggeration or emphasis,0
"literal. The sentence is discussing a logical consequence or result, not a metaphorical or symbolic meaning.",literal. Implication is used literally to discuss the impact of science on society and individuals,0
literal. No comparison or symbolism is being made; straightforward statement of fact or opinion.,"literal. The sentence is stating a fact or observation, not making a comparison or using figurative language",0
literal. to emphasize the practical application of scientific knowledge and its relevance to society.,literal. To emphasize the importance of empirical data and research in informing society and individuals,0
literal. To express a hypothetical or conditional situation.,literal. to indicate a hypothetical or conditional situation in the future,0
literal. To meet practical applications and relevance for society and individuals.,literal. To anticipate and address societal and individual needs in a informed and comprehensive manner,0
"literal. Objective statement, no figurative meaning intended.",literal. To indicate existence or necessity in a factual statement,0
metaphor. To emphasize the importance of making science relevant and accessible to society and individuals.,metaphor. Science is not a physical object that can be physically handed over or shown,1
metaphor. to show the interconnectedness and relevance of science to everyday life.,literal. To provide a specific understanding or framework for understanding scientific research and applications,1
literal. to emphasize importance and necessity,literal. To anticipate and address societal and individual needs in a informed and comprehensive manner,0
literal. To emphasize the importance of considering societal and individual needs in presenting science.,literal. To refer to the community and individuals involved in the development and implementation of science,0
literal. To emphasize the importance of tailoring science education to the specific needs of people.,literal. To emphasize the specific importance and relevance of scientific information to society and individuals,0
literal. To express uncertainty or likelihood without absolute certainty.,"literal. The sentence is stating a likelihood or probability, not using ""probably"" as a metaphor",0
literal. To analyze a specific situation or phenomenon in a systematic and detailed manner.,literal. To refer to a specific instance or example of a broader approach,0
metaphor. To suggest a method or strategy for studying a specific topic in depth.,"metaphor. Approach implies a method or strategy, rather than a physical line or path",1
literal. Because it refers to a specific method or process that includes scientific application and interdisciplinary collaboration.,literal. Because it is describing a specific action or process involving scientific methods and research,0
metaphor. To describe the practical use or implementation of scientific principles in a real-world context.,metaphor. To describe the utilization or application of scientific methods and knowledge in a specific context,1
literal. Refers to the systematic study of the natural world using empirical evidence and reasoning.,literal. Because it refers to the actual application of scientific knowledge and techniques in practice,0
metaphor. Science and other disciplines are not physical entities that can physically interact with each other.,literal. To describe the scientific study and collaboration with other disciplines,1
literal. To indicate additional disciplines or fields of study involved in the research.,literal. To specify additional disciplines or factors that may contribute to the situation,0
literal. referring to academic fields or branches of knowledge.,literal. To emphasize the practical application and integration of different knowledge sources in research,0
literal. To indicate a hypothetical or possible scenario.,"literal. The sentence is discussing a hypothetical situation or possibility, not a metaphorical one",0
literal. To indicate a hypothetical situation or suggestion.,literal. To indicate a potential future action or approach,0
"literal. To gather data, analyze findings, and gain insights from multiple perspectives and expertise.",literal. To address gaps in research and expertise in emergency planning and response,0
"literal. Referring to a specific group discussed in the text, not a general possessive pronoun.",literal. To indicate possession or belonging to the group of girls discussing their relationships,0
literal. Knowledge is used literally to refer to information or understanding gathered about the girls' concern.,literal. To indicate understanding or expertise in the field of study,0
"literal. This statement is referring to actual girls, not using ""girl"" as a metaphor or analogy.","literal. Literal reference to female individuals, not symbolic or metaphorical",0
"literal. It refers to the girls' worry or interest in personal relationships, not a metaphorical concern.","literal. Because it refers to the girls' emotional or psychological state, not a general topic or concern",0
literal. Describing factual information or characteristics of the girls.,"literal. It refers to the girls' own feelings and experiences, not abstract concepts or ideas",0
"literal. The statement is discussing research and analysis, not actual interpersonal connections.",literal. To indicate a connection or interaction between individuals or groups in a specific context,0
metaphor. Girls' focus on relationships implies social sciences could enhance case studies with relevant insights.,literal. It indicates a belief or assumption based on information provided by the girls,1
literal. To enhance understanding and analysis of the girls' personal relationships and behaviors.,metaphor. Metaphorically refers to the introduction or implementation of new elements or concepts in the case studies,0
metaphor. To convey adding aspects or components of social sciences to enhance understanding and engagement.,metaphor. To refer to different aspects or components of the social sciences being studied,1
literal. Describing the use of social sciences in understanding personal relationships among girls in case studies.,"literal. Refers to the study of human relationships and interactions, not a metaphorical concept",0
"literal. Because it refers to the systematic study of human behavior and society, not a metaphorical concept.","literal. Because it refers to the fields of study of social and behavioral sciences, not a metaphorical concept",0
"literal. Refers to a specific situation or scenario being studied, not a legal or medical case.",literal. To refer to a specific situation or instance,0
literal. To analyze and understand the girls' behavior and decision-making processes.,literal. To refer to research and analysis conducted to investigate a specific topic or issue,0
literal. to enhance the understanding of the girls' behavior and motivations in the case studies.,literal. Uncertainty about the outcome or potential consequences of the integration of social sciences,0
"literal. ""Prove"" is used non-metaphorically to indicate the likelihood of success or effectiveness.",literal. It is referring to the actual confirmation or demonstration of the truth or validity,0
"metaphor. Appeal, interest, engage, enhance understanding, provide insights, add depth, enrich analysis, broaden perspectives.","metaphor. increased understanding, new perspectives, potential for growth, diversify knowledge, enhance decision-making",1
"literal. ""is"" is used non-metaphorically because it is asking if something is physically possible.","literal. The sentence is asking about a specific action or possibility, not using ""is"" metaphorically",0
literal. It is used non-metaphorically because it refers to the feasibility or likelihood of something happening.,literal. It refers to the practical possibility of making changes to school science to preserve its essential character,0
metaphor. Metaphorically refers to transforming or improving without altering the fundamental principles or nature.,"literal. The sentence is discussing a literal transformation of school science, not a metaphorical one",1
literal. Because it refers to the institution of education and the subject of science within it.,"literal. Literal reference to educational institution and its purpose, not symbolic or figurative language",0
"literal. It refers to the field of study and method of inquiry, not a metaphorical concept.",literal. Because it refers to the study and analysis of natural phenomena using empirical evidence,0
metaphor. To imply a manner or style of change that is innovative and transformative.,metaphor. To emphasize the effort and creativity involved in creating a change in school science,1
"literal. ""Still"" is used to indicate maintaining the original qualities or principles of science.",literal. It refers to continuing the action despite potential changes in the situation or direction,0
metaphor. Maintaining the fundamental principles and values of science while implementing changes in education.,literal. Science is inherently tied to the physical environment and ecosystems it operates in,1
literal. Preserving the essential character of science is necessary for maintaining its integrity and credibility.,"literal. The term ""essential"" is used to emphasize the fundamental nature of science",0
"metaphor. Character refers to core principles and qualities of science, not physical or personal traits.","metaphor. Nature is not a living being and cannot be ""characterized"" in a neat manner",1
"literal. Because it refers to the subject of study and methodology of science, not a metaphor.",literal. Because it refers to the study and analysis of natural phenomena using empirical evidence,0
literal. It is used to indicate that something is obvious or easily understood in this context.,"literal. The word ""clearly"" is used to emphasize the importance of the statement",0
"literal. ""there"" refers to a specific location or point in the sentence, not a metaphorical concept.","literal. ""there"" indicates a specific location or situation, not a metaphorical concept or abstract idea",0
"literal. Refers to a possible future action or necessity, indicating a potential outcome or requirement.",literal. To indicate a hypothetical or potential future situation,0
"literal. Literal statement about necessary action, no symbolic meaning or comparison.",literal. Because it expresses a necessity or requirement for action to be taken,0
"literal. ""Be"" is used as a linking verb to describe the existence or necessity of something.",literal. To indicate existence or necessity in a factual statement,0
"literal. Because it refers to the significant reduction or removal of content, not a metaphorical change.","metaphor. Content is not physical, so it cannot be physically ""drastic"" like a tree",0
metaphor. To remove unnecessary or irrelevant information.,metaphor. To ensure appropriate content development and growth in the future content,1
literal. Literal reference to removing or reducing the amount of information or material presented.,"metaphor. Content refers to information or substance, not physical material",0
literal. To prevent overwhelming students and sacrificing depth for breadth in learning specific topics.,literal. To express uncertainty or possibility in the statement being made,0
literal. To ensure students understand material deeply rather than just memorizing facts.,literal. Because it refers to the actual field of study and knowledge management in this context,0
literal. To emphasize the occupation or role of instructing students in a specific subject or field.,literal. Because they are likely already teaching other subjects or using them in their profession,0
literal. To avoid overwhelming students and allow for deeper understanding of core concepts.,literal. To suggest a course of action or recommendation,0
literal. To prevent overwhelming students and ensure mastery of essential concepts.,literal. To express the idea of not trying to cover subjects thoroughly enough,0
"literal. Insufficient time, depth, or understanding of complex topics may result in confusion or misinformation.","literal. Lack of time, expertise, or interest in covering subjects thoroughly",0
metaphor. - Depth over breadth,metaphor. Students may not understand or retain information effectively in a class that is too detailed,1
"literal. Avoids confusion, clearly refers to science teachers and their subjects, not objects or possessions.",literal. To indicate possession or belonging,0
"metaphor. To avoid overwhelming students, encourage deeper understanding, and allow for more focused exploration.",literal. Because it refers to the specific topics or subjects being taught in schools and universities,1
literal. To avoid overwhelming students and allow for deeper understanding of key concepts.,literal. To emphasize the extent or degree of knowledge or understanding needed for teaching,0
literal. To prevent overwhelming students and allow for deeper understanding.,"literal. It means thoroughly or effectively, not metaphorically",0
"literal. It refers to the actual events and facts of the past, not a metaphorical concept.","literal. Because it refers to a literal accumulation of events and facts, not a symbolic representation",0
"literal. Literal job title, no comparison or symbolic meaning implied in sentence.","literal. Because the sentence is referring to someone who teaches about history, not a symbolic or metaphorical role",0
"literal. Describing a specific role or occupation, stating a fact or truth, providing information.","literal. Describing a state or condition, not comparing or symbolizing",0
literal. It means satisfied or happy with their teaching material and curriculum.,"metaphor. ""Content"" refers to the teacher's role or purpose in covering history, not physical content",0
"metaphor. Lack of depth, time constraints, limited resources, focus on breadth rather than depth.",metaphor. Metaphorically implies covering a significant amount or extent of information without specificity,1
literal. Because it refers to the actual events and occurrences that have taken place in the past.,"literal. Because it refers to a literal accumulation of events and facts, not a symbolic representation",0
"literal. Literal reference to geographical location or political entity, not symbolic or figurative.",literal. Literal reference to a specific geographic area or political entity,0
"literal. Literal geographic reference, no implied comparison or symbolism.","literal. Continent refers to a specific geographical region or political entity, not a metaphorical concept",0
"literal. Describing a small, specific number of decades without exaggeration or metaphor.","literal. ""few"" is used literally to indicate a small number of decades",0
"literal. Because it refers to a specific period of time, typically ten years, in the context.","literal. Because it refers to a specific period of time, not a figurative measurement",0
"literal. Uncertainity, possibility, suggestion, potential action.","literal. It is used to express uncertainty or possibility in making choices, not metaphorically",0
literal. The speaker is suggesting a necessary action or decision to be made.,literal. Indicates necessity or obligation in a practical situation,0
metaphor. Choices are not physical objects that can be physically created or manufactured.,metaphor. To present or propose a course of action,1
"literal. The word ""similar"" is used literally to mean choices that resemble each other in some way.","literal. ""similar"" is used non-metaphorically to describe the similarity between two choices",0
"literal. Literal meaning, referring to decisions or options that need to be considered and selected.","literal. The word ""choice"" is used literally to refer to making decisions or choices",0
"literal. ""Is"" is used non-metaphorically to state a fact or observation without any exaggeration.",literal. Describing a factual situation or state of being,0
"literal. The word ""interesting"" is used to highlight a noteworthy observation or point of discussion.","literal. The word ""interesting"" is used to highlight the curiosity and relevance of the mentioned policies",0
literal. It is used to draw attention to a specific detail or observation.,literal. Notice is used non-metaphorically to emphasize the importance of observing and noticing the changes,0
literal. to describe official guidelines or rules established by organizations or institutions.,literal. To specify a specific plan or course of action for education policy,0
literal. Because it refers to an official declaration or stance on a particular issue or topic.,literal. To indicate a written or spoken statement from an organization or entity,0
literal. Both instances refer to specific plans or recommendations for change in the field of education.,"literal. Because it refers to specific ideas or plans for school physics, not a metaphorical concept",0
literal. 1. Specific institutions are mentioned.,literal. Describing a specific entity or organization,0
literal. To refer to the scientific study of physical phenomena.,literal. Describing a specific academic discipline or subject area,0
metaphor. both are advocating for changes in school physics education.,literal. To indicate future action or intention,1
literal. It is stating a fact or describing a situation without any figurative language.,"literal. ""are"" is used to indicate the current state or actions of the Association for Science Education",0
metaphor. Both organizations are promoting or supporting changes to improve science education in schools.,literal. To highlight their strong belief and support for the changes being discussed,1
literal. To indicate the specific changes being advocated by the mentioned organizations.,literal. Clarity and specificity in referencing the specific ideas and statements made by the organizations,0
metaphor. To signify a shift or transformation in educational practices and curriculum in science education.,literal. Policy statements are formal suggestions or proposals that can be implemented,1
"literal. The term ""difference"" is used literally to indicate a contrast or distinction in this context.","literal. The statement is discussing a literal difference between two things, not using a metaphor",0
literal. Describing a specific situation or condition.,"literal. The sentence is stating a fact or observation, not comparing two things or using figurative language",0
"literal. The word ""are"" is used to indicate present existence or action in the sentence.","literal. ""are"" is used to indicate a state of being or existence in the present",0
literal. To indicate the present moment or current state of offering a psychological model.,literal. To indicate a current state or situation,0
literal. The term is used literally to describe presenting a formal psychological model.,literal. Because it refers to providing or presenting something to others or society,0
"metaphor. It implies a structured, systematic approach to understanding and implementing changes in the curriculum.",metaphor. To emphasize a structured and systematic approach to teaching and learning,1
literal. Because it refers to the study of behavior and mental processes in education.,literal. Because it refers to the study and analysis of human behavior and decision-making,0
metaphor. Metaphorically used to represent a plan or framework for change in education.,metaphor. To represent a framework or example for predicting and improving student behavior,1
"literal. To propose, recommend, or advise a course of action based on evidence or reasoning.","literal. The word ""suggest"" is used non-metaphorically because it refers to suggesting or proposing something",0
literal. It is expressing a desire or preference for certain curriculum changes to be made.,"literal. ""Want"" is used non-metaphorically to express a desire or preference for a specific outcome",0
metaphor. To make science more accessible and appealing to a wider range of students.,metaphor. to highlight the removal or diminish of scientific intrusion and focus on more practical approaches,1
literal. To indicate the present situation or state of affairs in relation to science education.,metaphor. To emphasize the flow or concentration of information or ideas in a structured way,0
metaphor. - To describe the restriction or confinement of science within a certain framework or structure.,metaphor. To emphasize the confines and conformity of current scientific understanding,1
"literal. The term ""science"" is used literally to refer to the field of study.",literal. Because it refers to the objective study and analysis of human behavior and relationships,0
"literal. ""Want"" is used to express a desire or intention in a straightforward manner.","literal. ""Want"" is used non-metaphorically to express a desire or preference for a specific outcome",0
metaphor. To attract or engage a new type of student by making necessary curriculum changes.,metaphor. To attract and retain a more diverse and active group of students,1
"literal. Explanation, clarification, literal meaning.","literal. Different refers to a different type or category of student, not a metaphorical comparison",0
"literal. ""Sort"" is used to refer to a specific type or category of students.",literal. To indicate a specific type or category of student or individuals,0
literal. It is referring to an actual individual enrolled in a learning program or institution.,literal. Because it refers to a specific group of individuals seeking education and training,0
"literal. ""then"" is used to indicate a logical consequence or result in the sentence.",literal. Transitioning to a new topic or idea in a logical sequence,0
"literal. ""certain"" is used to indicate specific, identified changes that are necessary for improvement.","literal. The word ""certain"" is used non-metaphorically to indicate certain requirements or conditions",0
literal. It refers to the specific courses and content taught in a program of study.,literal. To refer to a specific set of learning activities or instruction for students,0
"metaphor. Metaphorically, ""change"" represents a shift or transformation in perspective or approach.",literal. Because it refers to altering or creating a different approach or style to address a problem,1
"literal. ""are"" is used to indicate existence or possession, not metaphorical comparison or analogy.","literal. ""are"" is used to indicate a state of being or existence in the present",0
literal. To improve education and attract diverse students.,literal. Emphasizing the necessity of reducing scientific encapsulation for recruiting a different student,0
literal. - To provide a rough estimate,literal. It is used to indicate an approximate number or percentage of something in a specific context,0
"literal. Different exams, different interests, societal norms, perceived difficulty.",literal. Provides a specific quantifiable measure of how many individuals are involved in a particular activity,0
"literal. Specific quantities are being compared, not abstract concepts or qualities.",literal. Clear and specific quantification of a large number of individuals taking different types of courses,0
"literal. Gender disparity in interest, societal norms, and perceived difficulty in physics education.",literal. Referring to individuals of the same gender in a literal sense,0
literal. Gender disparity in interest or enrollment in physics education.,"literal. Literal description of gender and educational level in physics, not symbolic or metaphorical",0
"metaphor. ""Take"" is used metaphorically to indicate enrollment or participation in physics courses by students.","metaphor. Different experiences, motivations, and levels of expertise are needed in physics for successful completion",1
literal. To specify the different qualifications and levels of difficulty in physics examinations.,metaphor. To indicate a specific grade or level of education or training,0
literal. To specify the subject or type of science being studied or taken as a course.,"literal. Describes the specific academic subject being studied, not a metaphorical concept or idea",0
"literal. To indicate an estimated or rough number, not an exact figure.",literal. It is used to indicate an approximate number or percentage of something in a specific context,0
"literal. ""Time"" is used to indicate a comparison or ratio between the number of boys and girls.",literal. Provides a specific quantifiable measure of how many individuals are involved in a particular activity,0
literal. - Statistically comparing numbers of boys and girls taking O level and CSE physics exams.,literal. Clear and specific quantification of a large number of individuals taking different types of courses,0
"metaphor. ""Take"" is used metaphorically to indicate enroll in or study a subject/course.","metaphor. Different experiences, motivations, and levels of expertise are needed in physics for successful completion",1
literal. To indicate the subject or field of study related to the scientific study of matter and energy.,"literal. Describes the specific academic subject being studied, not a metaphorical concept or idea",0
metaphor. Society's expectations and biases limit opportunities for schoolgirls in STEM fields.,metaphor. Mean is used metaphorically to indicate the intended consequences or outcomes of the situation,1
"literal. Gender stereotypes, lack of support and encouragement, societal expectations, limited opportunities and resources.","literal. Literal description of young female students, not symbolic or figurative use",0
literal. Because it is stating a fact or condition that is true or accurate in reality.,"literal. ""are"" is used literally to indicate the existence of schoolgirls in the population",0
"literal. Lack of access to resources, societal expectations, discrimination, gender stereotypes, and limited opportunities.",literal. Cultural or gender-specific criteria for inclusion in education programs,0
metaphor. Society limits women's opportunities and discourages them from pursuing certain fields of study.,metaphor. Limited access to education and opportunities for advancement and development in various fields,1
"metaphor. Gender stereotypes, limited opportunities, societal expectations, lack of support, cultural biases.","metaphor. The term ""range"" is used to describe a variety of educational opportunities and opportunities",1
"metaphor. due to lack of access, opportunities, resources, and discrimination.","metaphor. Loopholes, classifications, and qualifications may exclude certain individuals from opportunities for education",1
literal. Lack of access to education and training opportunities. Gender bias in STEM fields. Discriminatory practices.,literal. Further is used to indicate additional education or opportunities beyond the current education system,0
"metaphor. Gender stereotypes, lack of confidence, societal expectations, and limited opportunities for girls in STEM fields.",metaphor. Higher education requires skills and knowledge in a technical or scientific context,1
literal. Gender discrimination and societal norms limit schoolgirls' access to education and career opportunities.,literal. The sentence is discussing literal education policies and requirements for entry into various fields,0
"metaphor. Gender stereotypes, lack of opportunities, limited access to resources, societal expectations, discrimination, cultural norms.",metaphor. Entry refers to obtaining a license or degree to work in various professions,1
"metaphor. Gender stereotypes, lack of opportunities, societal expectations, limited access to resources and support.",literal. To specify a specific type of work or occupation,1
"literal. Gender stereotypes, lack of encouragement, limited resources, societal expectations, unconscious bias, limited opportunities.","literal. Clear, specific criteria for enrollment in education and employment",0
"literal. Refers to courses and occupations based on empirical evidence, reasoning, and experimentation.","literal. Because it refers to a specific field of study or expertise, not a metaphorical concept",0
literal. Schoolgirls are excluded due to lack of access to technical education and training opportunities.,"literal. Describes occupation or skill level, not a metaphorical concept or abstract idea",0
metaphor. Lack of access to STEM education and opportunities leads to limited career options for schoolgirls.,metaphor. To emphasize the essential nature or necessary aspect of a person's education or job,1
"literal. Gender stereotypes, lack of opportunities, societal pressure, and lack of representation.",literal. To emphasize the gender of those excluded from the field of science and technology,0
literal. - Lack of access to education,literal. Stereotypes and biases against women in technology perpetuate inequality and exclusion,0
"literal. Unfair societal barriers, stereotypes, lack of opportunities, and access to resources hinder female participation in science.","literal. Refers to the field of study and knowledge, not a metaphorical concept or idea",0
"literal. Lack of access, education, and exposure to technology restricts understanding and control of environment.",literal. Technology refers to the tools and machinery used in science and technology research,0
literal. Gender stereotypes influence girls' choices and limit their access to science and technology.,literal. To emphasize the contrast between female exclusion and male dominance in society,0
"literal. ""Is"" is used to state a fact about female exclusion from science and technology.","literal. The sentence is stating a fact or observation, not comparing or symbolizing anything",0
"literal. Social pressures, lack of opportunities, and gender stereotypes may influence girls' choices in STEM fields.","literal. It is a statement of fact or perception, not a comparison or symbolic representation",0
"literal. Social barriers, stereotypes, lack of opportunities, discouragement, bias, limited access to resources and education.",literal. To emphasize the gender of the individuals involved in the exclusion and limitation of women,0
"literal. Socialization, stereotypes, lack of exposure, and lack of support contribute to girls' choices.","literal. Literal possession or belonging to females, not metaphorical or symbolic",0
"literal. Societal biases, lack of opportunities, stereotypes, lack of role models, limited access to resources.","literal. Female exclusion is not a conscious decision or choice, but a natural outcome of societal expectations",0
literal. - Hinders progress and innovation,"literal. To indicate that the exclusion is not just by girls, but also by other citizens",0
"metaphor. Societal barriers, lack of opportunities, stereotypes, and unequal access to resources contribute to exclusion.","literal. The word ""mean"" is used non-metaphorically to indicate the intended consequence or result",1
literal. Lack of access to STEM education limits understanding and control of environment.,literal. To emphasize the importance of citizenship and individual rights in this context,0
literal. It refers to girls mentioned earlier in the sentence.,literal. To emphasize the collective responsibility and ownership of a citizen's environment,0
literal. Lack of access to education and resources restricts women's ability to excel in STEM.,"literal. Talent, gender-neutral language, and cultural norms contribute to the limitation of women's abilities",0
literal. - Lack of exposure,"literal. Lack of awareness, bias, and discrimination in hiring and funding",0
"metaphor. Gender stereotypes, lack of opportunities, and discrimination limit women's ability to control their environment.","literal. Limited access to education, gender-specific language, lack of support or visibility",1
"literal. Gender stereotypes, lack of opportunities, societal expectations, limited resources, and biased educational systems.",literal. To emphasize the collective responsibility and ownership of a citizen's environment,0
literal. Limited access to education and opportunities hinder understanding and control of environment for females.,literal. 1. Focus on social issues,0
"literal. Statement is describing a factual situation, not a metaphorical one.","literal. The sentence is stating a fact or observation, not comparing or symbolizing anything",0
"literal. Societal barriers, stereotypes, lack of opportunities, and discrimination.","literal. Limited access to resources, gender-specific disciplines, and lack of support systems",0
literal. - Lack of awareness or understanding of gender inequality,literal. Nevertheless is used to show contrast or concession in the sentence,0
"literal. Lack of awareness, tradition, societal norms, unconscious bias, privilege, unequal power dynamics.",literal. Because it is referring to the majority or greater number of schools that consider this,0
literal. Schools aim to treat all students equally regardless of their gender to provide equal opportunities.,literal. Literal reference to educational institutions,0
"metaphor. Perception of equal treatment, lack of awareness of biases, societal norms.","metaphor. schools do not physically consider, but acknowledge and address the issue of equal opportunities",1
"literal. The word ""are"" is used non-metaphorically in this sentence because it indicates existence or possession.","literal. ""are"" is used to indicate the current state or condition of schools providing equal opportunities",0
literal. Because the schools believe they are already treating males and females equally and fairly.,literal. Because the sentence is stating a fact or situation that is already true,0
literal. Neutral treatment does not necessarily guarantee equal opportunities for both sexes.,literal. The sentence is describing a literal action of providing opportunities to both genders,0
literal. - Schools believe they treat both sexes equally in terms of opportunities.,literal. Describing the actual equality between the two genders in education,0
"literal. Neutral treatment doesn't guarantee equal access to resources, support, or opportunities for both sexes.",literal. Because it is referring to the actual chance or possibility for equal treatment,0
"metaphor. Not actively promoting gender equality, may perpetuate existing inequalities and biases.",literal. To describe schools that do not have a bias or favoritism towards one sex over another,1
literal. Treatment refers to how individuals are perceived and treated based on their gender.,literal. Because it refers to the deliberate kindness and consideration shown to both genders,0
"literal. sex refers to biological differences between male and female students, not sexual activity.",literal. Because it is referring to the actual biological characteristics of males and females,0
literal. It directly refers to the consequences or outcomes of ignoring gender in the curriculum.,literal. Gender-specific language perpetuates stereotypes and biases against marginalized groups,0
literal. It perpetuates unequal treatment and reinforces gender stereotypes.,"literal. Gender-specific language reinforces stereotypes, not addressing underlying principles or themes",0
"literal. It is describing a direct consequence or result, rather than a metaphorical comparison.",literal. Gender-specific language perpetuates stereotypes and biases against marginalized groups,0
"literal. Gender refers to societal roles and expectations, not just biological differences between sexes.",literal. Gender is used literally to describe the roles and characteristics of individuals in society,0
metaphor. It fails to address underlying biases and perpetuates harmful gender stereotypes in education.,"metaphor. Gender is not the only factor determining how stereotypes are perceived, it also influences how students approach the material",1
literal. - Fails to address underlying issues,literal. It indicates that the purpose is only or simply intended to reinforce stereotypes,0
"metaphor. It perpetuates existing gender norms and expectations, rather than challenging them or promoting equality.","metaphor. Gender reinforces stereotypes, not challenges them",1
"literal. Reinforces assumptions, limits opportunities, perpetuates inequality, hinders progress, restricts diversity, perpetuates bias.","literal. Stereotyping perpetuates harmful gender stereotypes, which in turn can perpetuate inequality and discrimination",0
metaphor. - Reinforces stereotypes,literal. It is used to refer to a female deer in this context,1
literal. It does not actively address or change existing gender stereotypes in the curriculum.,literal. It is used to negate the effects of gender on the curriculum,0
metaphor. It perpetuates traditional gender roles and limits opportunities for students to explore beyond stereotypes.,metaphor. Gender assumptions hold sway over how stereotypes are perceived and addressed,1
"literal. Does not involve comparing two unlike things. Specific, literal meaning is intended.","literal. Because it refers to the literal interpretation of words or concepts, not a metaphorical interpretation",0
"literal. It implies a specific, predetermined quality or characteristic associated with gender stereotypes.","literal. The word ""certain"" is used to emphasize the specific aspects that are stereotypes",0
metaphor. It perpetuates gender stereotypes and fails to challenge traditional gender roles in education.,"literal. Aspect refers to specific components or elements of the curriculum, not abstract concepts",1
"literal. It refers to the subjects and content taught in education, not a metaphorical concept.","literal. Curriculum refers to a structured set of activities or lessons, not a metaphorical concept",0
"literal. It refers to characteristics traditionally associated with males, not metaphorical qualities.",literal. To emphasize the power and dominance assumed by certain aspects of the curriculum,0
literal. It refers to traditional gender norms and roles.,"literal. Focus on gender stereotypes, not power dynamics, undermines educational goals and objectives",0
"literal. Specific, defined task or initiative.",literal. To refer to a specific plan or initiative created for a specific purpose,0
"literal. Describes a group working together on a specific task, not as a metaphor for collaboration.",literal. It refers to a group of individuals working together towards a common goal,0
metaphor. To indicate working together closely and effectively towards a common goal.,literal. To indicate a shared effort or partnership with educators in developing intervention strategies,1
"literal. Specific profession, not symbolic or abstract.",literal. To indicate educators in a specific field of study or profession,0
"literal. Describing schools with both male and female students, specifically in the context of education.",literal. To indicate schools that are both co-educational and inclusive of both children and teachers,0
"literal. It is describing a type of school, not a general concept.",literal. It is describing the thorough and extensive nature of the intervention strategies being implemented,0
literal. To indicate physical locations and educational institutions involved in the collaboration.,"literal. Specific, literal reference to educational facilities and programs",0
literal. To specify the geographic region where the collaboration took place.,literal. To specify a specific geographical location or region for research and intervention strategies,0
literal. To emphasize the intentional planning and creation of strategies for a specific purpose.,literal. Because it refers to creating or planning strategies for improving girls' attitudes in the sciences,0
literal. To indicate carrying out a plan or idea in a practical manner.,literal. To indicate the implementation of specific actions or strategies in a practical manner,0
literal. To describe a specific action or approach taken to address a problem or achieve a goal.,literal. To describe specific actions or strategies being taken to address a specific issue or problem,0
"literal. Describes a planned approach to achieve a specific goal, no figurative meaning intended.",literal. Because it refers to planned actions or strategies to address specific goals or objectives,0
metaphor. - Emphasizes intentional planning and purposeful creation.,metaphor. Collaboration with educators to create strategies to improve girls' attitudes and knowledge,1
literal. To enhance or make better.,literal. To indicate the goal of improving girls' attitudes towards the physical sciences and technical subjects,0
literal. To specify the gender of the students involved in the study.,literal. To refer to young females,0
"metaphor. Attitude is not a physical object, so it is used metaphorically to describe mindset or beliefs.",metaphor. Attitude refers to students' attitudes towards and knowledge about the physical sciences and technical subjects,1
"literal. referring to subjects related to the natural world, not just the body or tangible objects.","literal. The term ""physical"" is used literally to refer to the sciences and subjects",0
literal. Describes a specific field of study or discipline.,"literal. The term ""science"" is used literally to refer to the field of study and knowledge",0
"literal. Describes specific subjects and skills related to science and technology, not abstract concepts.",literal. Describes specific fields of study or expertise,0
metaphor. To emphasize the focus on a particular area of study or interest.,"literal. Because it refers to specific areas of study or education, not abstract concepts",1
metaphor. It implies a method or strategy for working together towards a common goal.,"metaphor. Approach implies a method or strategy, not a physical line but a strategy or approach",1
"literal. ""wa"" is used to indicate a passive voice construction in the sentence structure.",literal. To indicate a period of time or sequence of events in the sentence,0
